Marketing Name,Product Code,Code,Product Type,Color Description,First Offer Date,Primary,Secondary,Accent,Match to Garment,Light Tonal,Dark Tonal,Neutral,Green,Match to Swoosh,Notes,Secondary Palette Title,Primary2,Secondary2,Accent2,Match to Garment2,Light Tonal2,Dark Tonal2,Neutral2,Green2,Match to Swoosh2,@Front Image,@Back Image
NK ZNL CL TW MBLTY POLO 2,833167-100,100,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",WHITE/WOLF GREY/(BLACK),3/1/17,2296R,2297R,1041M,1212M,1151M,1041M,2571R,1279M,2296R,Black TW and seam tape ,Sleeve/Hem ,2296R,1212M,1086M,2297R,1086M,1118M,1060M,1079M,2296R,V:\LINE PREP\Line Prep\SpSu 2017\New images\833167-100-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833167-100-LASBH001.PNG
NK ZNL CL TW MBLTY POLO 2,833167-300,300,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",ELECTRO GREEN/WHITE/(BLACK),5/1/17,2296R,2312R,1086M,2297R,1086M,1118m,1060M,1079M,2296R,Black TW and seam tape ,Sleeve/Hem ,2296R,2297R,1079S,2312R,1302M,1043M,1138M,2595R,2296R,V:\LINE PREP\Line Prep\SpSu 2017\New images\833167-300-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833167-300-LASBH001.PNG
NK ZNL CL TW MBLTY POLO 2,833167-452,452,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",PARAMOUNT BLUE/MNNAVY/(BLACK),3/1/17,2385R,2296R,2297R,1043M,2385R,2296R,1128M,2323R,2296R,Black TW and seam tape ,Sleeve/Hem,1043M,1266M,2296R,2385R,1266M,1043M,1128M,2323R,2296R,V:\LINE PREP\Line Prep\SpSu 2017\New images\833167-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833167-452-LASBH001.PNG
NK ZNL CL TW MBLTY POLO 2,833167-607,607,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",SPORT FUCHSIA/RACPIN/(BLACK),5/1/17,2296R,1183M,2246R,1907M,2246R,1183M,1084M,1079M,2296R,Black TW and seam tape ,Sleeve/Hem,2296R,1907M,2376R,1183M,2500R,2376R,1084M,1250M,2296R,V:\LINE PREP\Line Prep\SpSu 2017\New images\833167-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833167-607-LASBH001.PNG
NK ZNL CL TW MBLTY POLO 2,833167-852,852,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",MAX ORANGE/UNVRED/(BLACK),3/1/17,2296R,2420R,1038M,2378R,2420R,1038M,1138M,2595R,2296R,Black TW and seam tape ,Sleeve/Hem,2296R,2378R,1077M,2420R,1077M,1039M,1128M,1079M,2296R,V:\LINE PREP\Line Prep\SpSu 2017\New images\833167-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833167-852-LASBH001.PNG
TW VL MAX SWING KNIT POLO,833169-012,12,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",WOLF GREY/COOL GREY/(BLACK),5/1/17,2296R,1118m,1086m,2297R,1086M,1118M,1060m,1079M,2296R,TW Black,BY/LS ,2296R,2297R,1041M,1212M,1151M,1041M,2571R,1279M,2296R,V:\LINE PREP\Line Prep\SpSu 2017\New images\833169-012-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833169-012-LASBH001.PNG
TW VL MAX SWING KNIT POLO,833169-452,452,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",PARAMOUNT BLUE/ELTRGR/(BLACK),5/1/17,2296R,2385R,1086M,2297R,1086M,1118M,1060M,1079M,2296R,TW Black,BY/LS ,2296R,2297R,2385R,1377M,1302M,2312R,1138M,2595R,2296R,V:\LINE PREP\Line Prep\SpSu 2017\New images\833169-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833169-452-LASBH001.PNG
TW VL MAX SWING KNIT POLO,833169-607,607,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",SPORT FUCHSIA/RACPIN/(BLACK),5/1/17,2296R,1086M,2407R,2297R,1086M,1118M,1060M,1079M,2297R,TW Black,BY/LS ,2296R,2297R,2407R,1907M,2246R,1183M,1084M,1079M,2296R,V:\LINE PREP\Line Prep\SpSu 2017\New images\833169-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833169-607-LASBH001.PNG
NK ZNL CL TW VL MAX BLADE,833171-060,10,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",BLACK/(WOLF GREY),5/1/17,1212M,2296R,1219S,1241M,1219S,2296R,1062M,1250M,1212M,TW 1212M,Hem,1212M,1241M,1220S,2296R,1219S,1220S,1062M,1250M,1212M,V:\LINE PREP\Line Prep\SpSu 2017\New images\833171-060-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833171-060-LASBH001.PNG
NK ZNL CL TW VL MAX BLADE,833171-012,100,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",WHITE/(BLACK),5/1/17,2296R,1118M,2297R,1012M,1151M,1118M,2571R,1279M,2296R,TW Black,Hem,2296R,1012M,1041M,1212M,1151M,1041M,2571R,1279M,2296R,V:\LINE PREP\Line Prep\SpSu 2017\New images\833171-012-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833171-012-LASBH001.PNG
NK ZNL CL TW VL MAX BLADE,833171-300,300,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",ELECTRO GREEN/(BLACK),5/1/17,2296R,1079S,2297R,2312R,1302M,1079S,1138M,2595R,2296R,TW Black,Hem,2296R,2312R,2297R,1079M,2312R,2315R,1138M,2595R,2296R,V:\LINE PREP\Line Prep\SpSu 2017\New images\833171-300-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833171-300-LASBH001.PNG
NK ZNL CL TW VL MAX BLADE,833171-512,512,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",DEEP NIGHT/(BLACK),5/1/17,1212M,1043M,2297R,2385R,1266M,1197S,1128M,2323R,1212M,,Hem,1212M,2385R,2297R,1043M,2385R,2296R,1128M,2323R,1212M,V:\LINE PREP\Line Prep\SpSu 2017\New images\833171-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833171-512-LASBH001.PNG
NK ZNL CL TW VL MAX BLADE,833171-616,616,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",VIVID PINK/(BLACK),5/1/17,2296R,2498R,2297R,2590R,2415R,2498R,2474R,2208R,2297R,TW Black,Hem,2296R,2590R,2297R,2498R,2590R,2587R,2474R,2208R,2296R,V:\LINE PREP\Line Prep\SpSu 2017\New images\833171-616-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833171-616-LASBH001.PNG
NK ZNL CL TW VL MAX BLADE,833171-852,852,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",MAX ORANGE/(BLACK),5/1/17,2296R,2420R,2297R,2330R,1155M,2420R,1128M,1079M,2296R,TW Black,Hem,2296R,2330R,2297R,2420R,1077M,1039M,1128M,1079M,2296R,V:\LINE PREP\Line Prep\SpSu 2017\New images\833171-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833171-852-LASBH001.PNG
TW VL MAX DF COTTON BLADE,833173-060,10,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",Anthracite/(WOLF GREY),1/1/17,1012M,1219S,2296R,0943C,1219S,2296R,1062M,1250M,1012M,TW and steam tape 1012M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\833173-060-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833173-060-LASBH001.PNG
TW VL MAX DF COTTON BLADE,833173-050,50,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",GREY HEATHER/(BLACK),1/1/17,2296R,2741R,2541R,2407R,2585R,2541R,2571R,1279M,2296R,Collar match 2741R. Seam Tape 0943C. BY TW 2296R,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\833173-050-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833173-050-LASBH001.PNG
TW VL MAX DF COTTON BLADE,833173-051,51,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",BIRCH HEATHER/(BLACK),1/1/17,2296R,1118M,1086M,2297R,1086M,1118M,1060M,1079M,2296R,Seam tape 0943C. BY TW 2296R,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\833173-051-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833173-051-LASBH001.PNG
TW VL MAX DF COTTON BLADE,833173-491,491,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",DEEP ROYAL HTR/(WOLF GREY),3/1/17,1012M,2296R,2439R,2439R,0924C,1043M,1062M,2284R,1012M,Seam tape and TW 1012M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\833173-491-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833173-491-LASBH001.PNG
TW VL MAX DF COTTON BLADE,833173-541,541,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",BRT MAGENTA HTR/(WOLF GREY),5/1/17,1012M,2296R,2494R,1389M,2494R,1236M,1084M,1250M,1012M,Seam tape and TW 1012M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\833173-541-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833173-541-LASBH001.PNG
TW VL MAX DF COTTON BLADE,833173-829,829,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",LT TM ORNGE HTR/(BLACK),1/1/17,2296R,2297R,2334R,2513R,1253M,2334R,1128M,1079M,2296R,Seam tape 0943C. BY TW 2296R,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\833173-829-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833173-829-LASBH001.PNG
TW ADAPTIVE FIT WOVEN PANT,833177-010,10,"B36S BLL, BRL, IAP",BLACK/(WOLF GREY),1/1/17,1012M,1219S,1220S,2296R,1219S,1220S,1062M,1250M,1012M,TW 1012M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\833177-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\833177-010-LASBH001.PNG
